,location,total_sqft,bath,price,bhk
5149,Sarjapura - Attibele Road,1073.0,2.0,31.77,2
5150,Sarjapura - Attibele Road,1330.0,2.0,49.0,3
5151,Sarjapura - Attibele Road,1090.0,2.0,37.0,2
5152,Sarjapura - Attibele Road,1126.0,2.0,36.0,2
5153,Sarjapura - Attibele Road,740.0,1.0,23.65,1
5154,Sarjapura - Attibele Road,1555.0,3.0,52.0,3
5155,Sector 2 HSR Layout,1296.0,2.0,75.0,2
5156,Sector 2 HSR Layout,794.0,1.0,60.0,1
5157,Sector 2 HSR Layout,1143.0,2.0,65.0,2
5158,Sector 2 HSR Layout,1665.0,3.0,110.0,3
5159,Sector 2 HSR Layout,1512.0,3.0,80.0,3
5160,Sector 2 HSR Layout,1332.0,2.0,101.0,2
5161,Sector 2 HSR Layout,1600.0,3.0,90.0,3
5162,Sector 2 HSR Layout,1231.0,2.0,66.0,2
5163,Sector 7 HSR Layout,3000.0,5.0,275.0,4
5164,Sector 7 HSR Layout,1163.0,2.0,98.86,2
5165,Sector 7 HSR Layout,1760.0,3.0,145.0,3
5166,Sector 7 HSR Layout,3900.0,3.0,300.0,3
5167,Sector 7 HSR Layout,1163.0,2.0,98.86,2
5168,Sector 7 HSR Layout,1342.0,2.0,115.0,2
5169,Sector 7 HSR Layout,1760.0,3.0,160.0,3
5170,Sector 7 HSR Layout,1760.0,3.0,142.0,3
5171,Sector 7 HSR Layout,2400.0,2.0,195.0,3
5172,Sector 7 HSR Layout,1760.0,3.0,185.0,3
5173,Sector 7 HSR Layout,1162.0,2.0,98.77,2
5174,Seegehalli,901.0,2.0,35.14,2
5175,Seegehalli,800.0,1.0,50.0,2
5176,Seegehalli,1118.0,2.0,37.5,2
5177,Seegehalli,1200.0,2.0,62.0,3
5178,Seegehalli,1155.0,2.0,72.0,2
5179,Seegehalli,1830.0,4.0,82.0,3
5180,Seegehalli,4000.0,3.0,235.0,3
5181,Seegehalli,1096.0,2.0,41.0,2
5182,Seegehalli,920.0,2.0,27.0,2
5183,Seegehalli,1553.0,3.0,68.0,3
5184,Seegehalli,1639.0,3.0,120.0,3
5185,Seegehalli,3000.0,4.0,235.0,3
5186,Seegehalli,1134.0,2.0,45.0,2
5187,Seegehalli,1683.0,3.0,80.0,3
5188,Seegehalli,1176.0,2.0,50.0,2
5189,Seegehalli,3000.0,4.0,240.0,3
5190,Shampura,2650.0,4.0,150.0,4
5191,Shampura,1200.0,2.0,53.0,2
5192,Shampura,700.0,1.0,35.0,2
5193,Shampura,1400.0,3.0,70.0,3
5194,Shampura,1475.0,3.0,78.0,3
5195,Shampura,1700.0,3.0,75.0,3
5196,Shivaji Nagar,850.0,2.0,55.0,2
5197,Shivaji Nagar,1554.0,3.0,130.0,2
5198,Shivaji Nagar,3820.0,1.0,306.0,1
5199,Shivaji Nagar,703.0,2.0,49.5,2
5200,Shivaji Nagar,1460.0,2.0,90.0,3
5201,Shivaji Nagar,600.0,1.0,65.0,2
5202,Singasandra,1030.0,2.0,55.0,2
5203,Singasandra,3850.0,6.0,195.0,4
5204,Singasandra,1100.0,2.0,52.0,2
5205,Singasandra,1300.0,2.0,65.0,2
5206,Singasandra,1010.0,2.0,40.0,2
5207,Singasandra,1375.0,2.0,58.0,2
5208,Singasandra,1120.0,2.0,60.0,2
5209,Singasandra,1510.0,3.0,75.0,3
5210,Singasandra,1179.0,2.0,56.0,2
5211,Singasandra,1416.0,2.0,67.0,2
5212,Singasandra,1476.0,2.0,73.0,3
5213,Singasandra,1139.7,2.0,45.0,2
5214,Singasandra,1465.0,2.0,60.0,2
5215,Singasandra,1653.0,3.0,85.0,3
5216,Somasundara Palya,1255.0,2.0,67.0,2
5217,Somasundara Palya,1448.0,2.0,68.0,2
5218,Somasundara Palya,1178.0,2.0,73.0,2
5219,Somasundara Palya,1260.0,2.0,60.0,2
5220,Somasundara Palya,1033.0,2.0,48.0,2
5221,Somasundara Palya,1329.0,2.0,70.0,2
5222,Somasundara Palya,2372.0,3.0,140.0,3
5223,Somasundara Palya,1185.0,2.0,70.0,2
5224,Somasundara Palya,2400.0,3.0,140.0,4
5225,Somasundara Palya,1650.0,3.0,95.0,3
5226,Somasundara Palya,1186.0,2.0,72.0,2
5227,Sompura,825.0,2.0,33.0,2
5228,Sompura,1025.0,2.0,37.0,3
5229,Sompura,1020.0,2.0,41.0,2
5230,Sompura,1126.0,2.0,39.0,2
5231,Sompura,825.0,2.0,32.0,2
5232,Sompura,1360.0,2.0,45.0,3
5233,Sompura,1350.0,2.0,47.0,3
5234,Sompura,2150.0,3.0,85.0,4
5235,Sonnenahalli,896.0,2.0,43.75,2
5236,Sonnenahalli,1120.0,2.0,43.0,2
5237,Sonnenahalli,1100.0,2.0,44.0,2
5238,Sonnenahalli,1011.0,2.0,50.53,2
5239,Sonnenahalli,614.5,1.0,30.715,1
5240,Sonnenahalli,1484.0,3.0,74.18,3
5241,Sonnenahalli,1610.0,3.0,80.48,3
5242,Sonnenahalli,1415.0,2.0,65.0,3
5243,Sonnenahalli,1268.0,2.0,58.0,2
5244,Sonnenahalli,1268.0,2.0,56.0,2
5245,Sonnenahalli,605.0,1.0,30.24,1
5246,Sonnenahalli,1484.0,3.0,75.0,3
5247,Subramanyapura,929.0,2.0,50.17,2
5248,Subramanyapura,1200.0,2.0,52.0,2
5249,Subramanyapura,975.0,2.0,58.0,2
5250,Subramanyapura,1277.0,2.0,55.0,2
5251,Subramanyapura,985.0,2.0,58.0,2
5252,Subramanyapura,1245.0,2.0,68.0,3
5253,Subramanyapura,1313.0,2.0,73.0,2
5254,Subramanyapura,1313.0,2.0,66.5,2
5255,Subramanyapura,1255.0,2.0,79.0,3
5256,Subramanyapura,1330.0,3.0,72.0,3
5257,Subramanyapura,929.0,2.0,48.0,2
5258,Subramanyapura,950.0,2.0,55.0,2
5259,Subramanyapura,929.0,2.0,56.0,2
5260,Subramanyapura,1260.0,2.0,76.0,3
5261,Subramanyapura,960.0,2.0,55.0,2
5262,Subramanyapura,1260.0,2.0,73.0,3
5263,Subramanyapura,1278.0,3.0,70.0,3
5264,Subramanyapura,929.0,2.0,49.0,2
5265,Subramanyapura,1260.0,2.0,75.0,3
5266,Subramanyapura,1000.0,2.0,45.0,2
5267,Subramanyapura,929.0,1.0,51.0,2
5268,Subramanyapura,1880.0,3.0,110.0,3
5269,Sultan Palaya,1700.0,3.0,120.0,3
5270,Sultan Palaya,1100.0,2.0,45.0,2
5271,Sultan Palaya,900.0,2.0,45.0,2
5272,Sultan Palaya,870.0,2.0,65.0,2
5273,Sultan Palaya,1765.0,3.0,80.0,3
5274,Sultan Palaya,1713.0,3.0,125.0,3
5275,Sultan Palaya,1009.0,2.0,65.0,2
5276,Sultan Palaya,5000.0,5.0,325.0,4
5277,Sultan Palaya,1070.0,2.0,49.0,2
5278,TC Palaya,1475.0,3.0,98.0,3
5279,TC Palaya,1200.0,2.0,60.0,2
5280,TC Palaya,1240.0,2.0,60.0,2
5281,TC Palaya,1500.0,2.0,100.0,3
5282,TC Palaya,1200.0,2.0,65.0,2
5283,TC Palaya,1200.0,2.0,70.0,2
5284,TC Palaya,900.0,2.0,55.0,2
5285,TC Palaya,4800.0,3.0,302.0,4
5286,TC Palaya,1000.0,2.0,64.0,2
5287,TC Palaya,900.0,2.0,55.0,2
5288,TC Palaya,1200.0,2.0,66.0,2
5289,TC Palaya,900.0,2.0,55.0,2
5290,TC Palaya,900.0,2.0,55.0,2
5291,TC Palaya,1200.0,2.0,65.0,2
5292,TC Palaya,1500.0,2.0,75.0,2
5293,TC Palaya,1000.0,2.0,70.0,2
5294,TC Palaya,1100.0,2.0,65.0,2
5295,TC Palaya,1800.0,2.0,80.0,2
5296,TC Palaya,1200.0,2.0,70.0,2
5297,TC Palaya,1350.0,1.0,55.0,1
5298,TC Palaya,900.0,2.0,55.0,2
5299,TC Palaya,900.0,2.0,55.0,2
5300,TC Palaya,1082.0,2.0,64.0,2
5301,TC Palaya,1152.0,2.0,55.0,2
5302,Talaghattapura,1868.0,3.0,131.0,3
5303,Talaghattapura,2038.5,3.0,120.0,3
5304,Talaghattapura,2106.0,3.0,126.0,3
5305,Talaghattapura,1868.0,3.0,121.0,3
5306,Talaghattapura,2106.0,3.0,126.0,3
5307,Talaghattapura,1868.0,3.0,135.0,3
5308,Talaghattapura,1856.0,3.0,135.0,3
5309,Talaghattapura,1868.0,3.0,120.0,3
5310,Talaghattapura,1804.0,3.0,115.0,3
5311,Talaghattapura,1856.0,3.0,135.0,3
5312,Talaghattapura,2254.0,3.0,153.0,3
5313,Talaghattapura,2106.0,3.0,148.0,3
5314,Talaghattapura,1856.0,3.0,135.0,3
5315,Talaghattapura,2273.0,3.0,159.0,3
5316,Talaghattapura,2099.0,3.0,147.0,3
5317,Talaghattapura,1100.0,2.0,50.0,2
5318,Talaghattapura,1100.0,2.0,49.49,2
5319,Talaghattapura,1575.0,3.0,80.0,3
5320,Talaghattapura,2273.0,3.0,145.0,3
5321,Talaghattapura,1175.0,2.0,62.0,2
5322,Talaghattapura,1804.0,3.0,127.0,3
5323,Talaghattapura,1062.0,2.0,42.48,2
5324,Talaghattapura,2038.5,3.0,122.0,3
5325,Talaghattapura,1800.0,3.0,84.0,3
5326,Talaghattapura,2265.0,3.0,159.0,3
5327,Talaghattapura,2099.0,3.0,134.0,3
5328,Thanisandra,510.0,1.0,25.25,1
5329,Thanisandra,1296.0,2.0,80.0,2
5330,Thanisandra,2144.0,3.0,145.0,3
5331,Thanisandra,445.0,1.0,28.0,1
5332,Thanisandra,1296.0,2.0,83.0,2
5333,Thanisandra,2144.0,3.0,135.0,3
5334,Thanisandra,1093.0,2.0,70.0,2
5335,Thanisandra,1265.0,2.0,79.0,3
5336,Thanisandra,1651.0,3.0,97.38,3
5337,Thanisandra,1265.0,2.0,85.0,2
5338,Thanisandra,510.0,1.0,25.25,1
5339,Thanisandra,776.5,2.0,48.145,1
5340,Thanisandra,1564.0,3.0,101.0,3
5341,Thanisandra,1847.0,3.0,123.0,3
5342,Thanisandra,1697.0,3.0,114.0,3
5343,Thanisandra,3500.0,5.0,160.0,6
5344,Thanisandra,1573.0,3.0,95.0,3
5345,Thanisandra,1917.0,3.0,122.0,3
5346,Thanisandra,693.0,1.0,34.3,1
5347,Thanisandra,1098.0,2.0,68.0,2
5348,Thanisandra,760.0,1.0,50.3,1
5349,Thanisandra,2002.0,3.0,112.0,3
5350,Thanisandra,1697.0,3.0,115.0,3
5351,Thanisandra,1380.0,1.0,62.1,1
5352,Thanisandra,923.0,1.0,60.84,1
5353,Thanisandra,923.0,1.0,45.69,1
5354,Thanisandra,1296.0,2.0,72.0,2
5355,Thanisandra,1698.0,3.0,102.0,3
5356,Thanisandra,1411.0,3.0,93.04,3
5357,Thanisandra,1996.0,3.0,135.0,3
5358,Thanisandra,1801.0,3.0,115.0,3
5359,Thanisandra,1265.0,2.0,82.0,2
5360,Thanisandra,1917.0,4.0,113.0,3
5361,Thanisandra,662.0,1.0,42.0,1
5362,Thanisandra,1948.0,3.0,130.0,3
5363,Thanisandra,1098.0,2.0,74.0,2
5364,Thanisandra,1564.0,3.0,104.0,3
5365,Thanisandra,2127.0,3.0,135.0,3
5366,Thanisandra,1276.0,2.0,75.0,2
5367,Thanisandra,693.0,1.0,34.3,1
5368,Thanisandra,2259.0,5.0,135.0,4
5369,Thanisandra,1265.0,2.0,78.0,2
5370,Thanisandra,934.0,2.0,55.0,2
5371,Thanisandra,1056.0,2.0,68.0,2
5372,Thanisandra,1595.0,3.0,110.0,3
5373,Thanisandra,1411.0,3.0,93.15,3
5374,Thanisandra,1093.0,2.0,68.1,2
5375,Thanisandra,1093.0,2.0,72.0,2
5376,Thanisandra,1698.0,3.0,107.0,3
5377,Thanisandra,1564.0,3.0,105.0,3
5378,Thanisandra,1265.0,2.0,83.0,2
5379,Thanisandra,784.0,1.0,35.285,1
5380,Thanisandra,965.0,2.0,56.0,2
5381,Thanisandra,1546.0,3.0,95.0,3
5382,Thanisandra,777.0,1.0,38.535,1
5383,Thanisandra,1697.0,3.0,110.0,3
5384,Thanisandra,1492.0,3.0,88.0,3
5385,Thanisandra,2072.0,3.0,122.0,3
5386,Thanisandra,1880.0,3.0,120.0,3
5387,Thanisandra,760.0,1.0,50.0,1
5388,Thanisandra,933.0,2.0,58.0,1
5389,Thanisandra,1917.0,3.0,110.0,3
5390,Thanisandra,1996.0,4.0,123.0,3
5391,Thanisandra,1183.0,2.0,77.25,2
5392,Thanisandra,1491.0,3.0,88.0,3
5393,Thanisandra,662.0,1.0,29.0,1
5394,Thanisandra,1564.0,3.0,100.0,3
5395,Thanisandra,662.0,1.0,45.0,1
5396,Thanisandra,1573.0,3.0,98.0,3
5397,Thanisandra,1262.0,2.0,83.0,3
5398,Thanisandra,1056.0,2.0,65.0,2
5399,Thanisandra,1702.0,3.0,115.0,3
5400,Thanisandra,1343.0,2.0,75.0,2
5401,Thanisandra,1935.0,4.0,122.0,3
5402,Thanisandra,933.0,2.0,55.0,2
5403,Thanisandra,1183.0,2.0,77.3,2
5404,Thanisandra,662.0,1.0,38.0,1
5405,Thanisandra,1265.0,2.0,72.0,2
5406,Thanisandra,1595.0,3.0,105.0,3
5407,Thanisandra,580.0,1.0,27.5,1
5408,Thanisandra,2087.0,4.0,139.0,3
5409,Thanisandra,1098.0,2.0,71.0,2
5410,Thanisandra,1411.0,3.0,93.25,3
5411,Thanisandra,1732.0,3.0,112.0,3
5412,Thanisandra,933.0,1.0,61.0,1
5413,Thanisandra,1702.0,3.0,107.0,3
5414,Thanisandra,747.0,1.0,34.355,1
5415,Thanisandra,2030.0,4.0,125.0,3
5416,Thanisandra,1948.0,4.0,129.0,4
5417,Thanisandra,1573.0,3.0,90.0,3
5418,Thanisandra,1056.0,2.0,70.0,2
5419,Thanisandra,1595.0,3.0,96.0,3
5420,Thanisandra,1245.0,2.0,83.05,2
5421,Thanisandra,1261.0,2.0,80.0,3
5422,Thanisandra,1884.0,4.0,117.0,3
5423,Thanisandra,965.0,2.0,54.0,2
5424,Thanisandra,1930.0,4.0,122.0,3
5425,Thanisandra,777.0,1.0,38.46,1
5426,Thanisandra,1930.0,4.0,120.0,3
5427,Thanisandra,760.0,1.0,50.4,1
5428,Thanisandra,663.0,1.0,32.82,1
5429,Thanisandra,1801.0,3.0,115.0,3
5430,Thanisandra,1806.0,6.0,116.0,3
5431,Thanisandra,3671.0,4.0,220.0,4
5432,Thanisandra,1305.0,2.0,90.0,2
5433,Thanisandra,1965.0,4.0,125.0,3
5434,Thanisandra,1573.0,3.0,100.0,3
5435,Thanisandra,1917.0,4.0,130.0,4
5436,Thigalarapalya,3122.0,6.0,230.0,4
5437,Thigalarapalya,1297.0,2.0,103.0,2
5438,Thigalarapalya,1418.0,2.0,95.0,2
5439,Thigalarapalya,3122.0,6.0,235.0,4
5440,Thigalarapalya,3122.0,6.0,245.0,4
5441,Thigalarapalya,1418.0,2.0,103.0,2
5442,Thigalarapalya,1418.0,2.0,101.0,2
5443,Thigalarapalya,1418.0,2.0,104.0,2
5444,Thigalarapalya,3122.0,5.0,225.0,4
5445,Thigalarapalya,2912.0,6.0,210.0,4
5446,Thigalarapalya,1418.0,2.0,103.0,2
5447,Thigalarapalya,2072.0,4.0,159.0,3
5448,Thigalarapalya,1418.0,2.0,106.0,2
5449,Thigalarapalya,1418.0,2.0,104.0,2
5450,Thigalarapalya,3122.0,6.0,237.0,4
5451,Thigalarapalya,1418.0,2.0,105.0,2
5452,Thigalarapalya,1418.0,2.0,104.0,2
5453,Thigalarapalya,1418.0,2.0,106.0,2
5454,Thigalarapalya,2072.0,4.0,155.0,3
5455,Thigalarapalya,1830.0,4.0,135.0,3
5456,Thigalarapalya,1418.0,2.0,105.0,2
5457,Thigalarapalya,2072.0,4.0,160.0,3
5458,Thigalarapalya,2072.0,4.0,160.0,3
5459,Thigalarapalya,2072.0,4.0,155.0,3
5460,Thigalarapalya,3122.0,6.0,235.0,4
5461,Thigalarapalya,2072.0,4.0,153.0,3
5462,Thigalarapalya,2072.0,4.0,157.0,3
5463,Thigalarapalya,1418.0,2.0,105.0,2
5464,Thigalarapalya,3362.0,5.0,249.0,4
5465,Thigalarapalya,3122.0,6.0,245.0,4
5466,Thigalarapalya,4190.0,4.0,325.0,4
5467,Thigalarapalya,1400.0,2.0,105.0,2
5468,Thigalarapalya,1297.0,2.0,98.0,2
5469,Thubarahalli,3800.0,4.0,239.0,4
5470,Thubarahalli,1200.0,2.0,78.0,2
5471,Thubarahalli,1128.0,2.0,75.0,2
5472,Thubarahalli,1185.0,2.0,65.0,2
5473,Thubarahalli,975.0,2.0,55.0,2
5474,Thubarahalli,1330.0,2.0,75.0,2
5475,Thubarahalli,1085.0,2.0,70.0,2
5476,Thubarahalli,1216.0,2.0,80.0,2
5477,Thubarahalli,1200.0,2.0,79.0,2
5478,Thubarahalli,1200.0,2.0,80.0,2
5479,Thubarahalli,1200.0,2.0,79.55,2
5480,Thubarahalli,2625.0,3.0,175.0,3
5481,Thubarahalli,975.0,2.0,50.0,2
5482,Thubarahalli,1584.0,3.0,101.0,3
5483,Thyagaraja Nagar,800.0,1.0,100.0,1
5484,Thyagaraja Nagar,2000.0,4.0,145.0,5
5485,Thyagaraja Nagar,1270.0,2.0,95.25,3
5486,Thyagaraja Nagar,1040.0,2.0,68.0,2
5487,Tindlu,1500.0,2.0,87.0,3
5488,Tindlu,7500.0,7.0,400.0,7
5489,Tindlu,1357.0,2.0,65.0,3
5490,Tindlu,1500.0,3.0,87.0,3
5491,Tindlu,1370.07,3.0,65.0,3
5492,Tindlu,1165.0,2.0,59.8,2
5493,Tindlu,1050.0,2.0,55.0,2
5494,Tindlu,1100.0,2.0,55.0,2
5495,Tumkur Road,1500.0,3.0,95.0,3
5496,Tumkur Road,1779.0,3.0,112.0,3
5497,Tumkur Road,1586.0,3.0,100.0,3
5498,Tumkur Road,1098.0,2.0,72.0,2
5499,Tumkur Road,1354.0,3.0,90.0,3
5500,Tumkur Road,1240.0,2.0,84.0,3
5501,Tumkur Road,1239.0,2.0,82.0,2
5502,Tumkur Road,1246.0,2.0,82.0,2
5503,Tumkur Road,1500.0,3.0,100.0,3
5504,Tumkur Road,1416.0,3.0,94.0,3
5505,Tumkur Road,1027.0,2.0,60.0,2
5506,Tumkur Road,1027.0,2.0,68.62,2
5507,Tumkur Road,1459.0,2.0,95.0,3
5508,Tumkur Road,992.0,2.0,60.0,2
5509,Tumkur Road,1066.0,2.0,52.5,2
5510,Tumkur Road,1240.0,2.0,79.0,3
5511,Tumkur Road,1441.0,2.0,95.0,3
5512,Tumkur Road,1240.0,2.0,83.0,3
5513,Tumkur Road,1027.0,2.0,67.0,2
5514,Tumkur Road,1354.0,3.0,85.86,3
5515,Ulsoor,2135.0,3.0,215.0,3
5516,Ulsoor,1275.0,2.0,120.0,2
5517,Ulsoor,1020.0,3.0,110.0,3
5518,Ulsoor,1200.0,2.0,60.0,2
5519,Ulsoor,1180.0,2.0,100.0,2
5520,Ulsoor,1340.0,3.0,90.0,3
5521,Ulsoor,1500.0,2.0,125.0,3
5522,Ulsoor,2000.0,3.0,185.0,3
5523,Ulsoor,1255.0,2.0,120.0,2
5524,Ulsoor,1685.0,4.0,185.0,3
5525,Ulsoor,2135.0,3.0,170.0,3
5526,Ulsoor,1160.0,2.0,130.0,2
5527,Uttarahalli,1440.0,2.0,62.0,3
5528,Uttarahalli,1143.0,2.0,45.0,2
5529,Uttarahalli,1020.0,2.0,45.0,2
5530,Uttarahalli,1286.0,2.0,63.0,2
5531,Uttarahalli,1101.0,2.0,45.0,2
5532,Uttarahalli,1345.0,2.0,67.0,2
5533,Uttarahalli,1175.0,2.0,47.0,2
5534,Uttarahalli,1390.0,2.0,62.55,3
5535,Uttarahalli,1330.0,2.0,56.0,3
5536,Uttarahalli,1008.0,2.0,45.0,2
5537,Uttarahalli,1390.0,2.0,60.47,3
5538,Uttarahalli,1617.0,3.0,66.68,3
5539,Uttarahalli,1150.0,2.0,49.0,2
5540,Uttarahalli,1330.0,2.0,56.0,3
5541,Uttarahalli,1200.0,2.0,44.0,2
5542,Uttarahalli,882.0,2.0,30.0,2
5543,Uttarahalli,993.0,2.0,39.71,2
5544,Uttarahalli,1045.0,2.0,45.0,2
5545,Uttarahalli,850.0,2.0,37.93,2
5546,Uttarahalli,3600.0,6.0,120.0,6
5547,Uttarahalli,1788.0,3.0,98.34,3
5548,Uttarahalli,1345.0,2.0,57.0,3
5549,Uttarahalli,1089.0,2.0,43.55,2
5550,Uttarahalli,1279.0,2.0,48.0,2
5551,Uttarahalli,1425.0,2.0,64.0,3
5552,Uttarahalli,1155.0,2.0,40.42,2
5553,Uttarahalli,1050.0,2.0,42.0,2
5554,Uttarahalli,1300.0,2.0,55.0,3
5555,Uttarahalli,1250.0,2.0,55.0,3
5556,Uttarahalli,1700.0,3.0,88.0,3
5557,Uttarahalli,1200.0,3.0,50.0,3
5558,Uttarahalli,1085.0,2.0,43.0,2
5559,Uttarahalli,1175.0,2.0,47.0,2
5560,Uttarahalli,1689.28,3.0,91.2,3
5561,Uttarahalli,1175.0,2.0,47.0,2
5562,Uttarahalli,1137.0,2.0,63.0,2
5563,Uttarahalli,1215.0,2.0,52.85,3
5564,Uttarahalli,1325.0,2.0,53.0,2
5565,Uttarahalli,1300.0,2.0,60.0,3
5566,Uttarahalli,850.0,2.0,35.0,2
5567,Uttarahalli,1627.86,3.0,88.0,3
5568,Uttarahalli,1360.0,2.0,61.2,3
5569,Uttarahalli,661.0,1.0,36.0,1
5570,Uttarahalli,1134.0,2.0,45.36,2
5571,Uttarahalli,1320.0,2.0,55.44,3
5572,Uttarahalli,1390.0,2.0,61.16,3
5573,Uttarahalli,1090.0,2.0,45.0,2
5574,Uttarahalli,1050.0,2.0,42.0,2
5575,Uttarahalli,1123.0,2.0,48.0,2
5576,Uttarahalli,1329.0,2.0,56.0,3
5577,Uttarahalli,938.0,2.0,35.0,2
5578,Uttarahalli,1100.0,1.0,45.0,2
5579,Uttarahalli,1125.0,2.0,47.0,2
5580,Uttarahalli,1685.0,3.0,85.0,3
5581,Uttarahalli,1390.0,2.0,62.55,3
5582,Uttarahalli,1180.0,2.0,41.3,2
5583,Uttarahalli,1380.0,2.0,42.0,2
5584,Uttarahalli,1737.0,2.0,95.0,3
5585,Uttarahalli,1160.0,2.0,45.0,2
5586,Uttarahalli,1280.0,2.0,60.0,3
5587,Uttarahalli,1190.0,2.0,53.55,2
5588,Uttarahalli,1330.0,2.0,57.0,3
5589,Uttarahalli,1560.0,3.0,74.0,3
5590,Uttarahalli,1125.0,2.0,48.0,2
5591,Uttarahalli,1320.0,2.0,55.44,3
5592,Uttarahalli,1160.0,2.0,40.6,2
5593,Uttarahalli,1065.0,2.0,42.59,2
5594,Uttarahalli,1075.0,2.0,46.76,2
5595,Uttarahalli,1155.0,2.0,40.6,2
5596,Uttarahalli,1215.0,2.0,52.85,3
5597,Uttarahalli,1180.0,2.0,41.3,2
5598,Uttarahalli,1002.0,2.0,40.08,2
5599,Uttarahalli,1002.0,2.0,40.08,2
5600,Uttarahalli,1075.0,2.0,40.0,2
5601,Uttarahalli,1155.0,2.0,40.43,2
5602,Uttarahalli,1025.0,2.0,35.88,2
5603,Uttarahalli,1125.0,2.0,47.65,2
5604,Uttarahalli,1300.0,2.0,55.0,2
5605,Uttarahalli,1025.0,2.0,35.88,2
5606,Uttarahalli,980.0,2.0,45.0,2
5607,Uttarahalli,1125.0,2.0,47.0,2
5608,Uttarahalli,1175.0,2.0,47.0,2
5609,Uttarahalli,1525.0,2.0,62.82,3
5610,Uttarahalli,1265.0,2.0,65.0,3
5611,Uttarahalli,1213.0,2.0,48.0,2
5612,Uttarahalli,900.0,2.0,35.0,2
5613,Uttarahalli,1065.0,2.0,42.6,2
5614,Uttarahalli,1125.0,2.0,47.0,2
5615,Uttarahalli,1270.0,2.0,55.25,3
5616,Uttarahalli,1270.0,2.0,55.25,3
5617,Uttarahalli,1107.0,2.0,45.0,2
5618,Uttarahalli,1200.0,2.0,55.0,2
5619,Uttarahalli,1460.0,3.0,76.0,3
5620,Uttarahalli,1500.0,3.0,68.0,3
5621,Uttarahalli,1120.0,2.0,50.0,2
5622,Uttarahalli,1150.0,2.0,46.0,2
5623,Uttarahalli,1330.0,2.0,58.0,3
5624,Uttarahalli,1050.0,2.0,42.0,2
5625,Uttarahalli,1125.0,2.0,48.0,2
5626,Uttarahalli,1345.0,2.0,57.0,3
5627,Uttarahalli,1345.0,2.0,57.0,3
5628,Uttarahalli,1000.0,2.0,52.0,2
5629,Uttarahalli,1037.0,2.0,36.0,2
5630,Uttarahalli,1000.0,2.0,39.5,2
5631,Uttarahalli,1125.0,1.0,45.0,2
5632,Uttarahalli,1160.0,2.0,40.58,2
5633,Uttarahalli,1123.0,2.0,60.0,2
5634,Uttarahalli,1000.0,2.0,35.0,2
5635,Uttarahalli,1330.0,2.0,57.0,3
5636,Uttarahalli,1125.0,2.0,47.0,2
5637,Uttarahalli,1165.0,1.0,42.09,2
5638,Uttarahalli,1260.0,2.0,55.0,2
5639,Uttarahalli,1284.0,2.0,53.36,2
5640,Uttarahalli,1150.0,2.0,45.99,2
5641,Uttarahalli,1290.0,2.0,56.12,3
5642,Uttarahalli,1328.0,2.0,56.0,3
5643,Uttarahalli,1040.0,2.0,36.4,2
5644,Uttarahalli,1290.0,2.0,56.12,3
5645,Uttarahalli,1075.0,2.0,46.76,2
5646,Uttarahalli,1345.0,2.0,57.0,3
5647,Varthur,1160.0,2.0,44.0,2
5648,Varthur,1385.0,2.0,80.0,2
5649,Varthur,1024.0,2.0,42.0,2
5650,Varthur,1125.0,2.0,40.0,2
5651,Varthur,1112.0,2.0,40.0,2
5652,Varthur,1055.0,2.0,45.35,2
5653,Varthur,1280.0,2.0,65.0,2
5654,Varthur,977.0,2.0,36.0,2
5655,Varthur,1250.0,3.0,71.0,3
5656,Varthur,1200.0,3.0,67.75,3
5657,Varthur,1111.0,2.0,41.88,2
5658,Varthur,1140.0,2.0,55.5,2
5659,Varthur,1012.0,2.0,59.0,2
5660,Varthur,1140.0,2.0,39.9,2
5661,Varthur,1090.0,2.0,48.0,2
5662,Varthur,1450.0,3.0,71.0,3
5663,Varthur,1210.0,2.0,60.0,2
5664,Varthur,1070.0,2.0,46.0,2
5665,Varthur,1360.0,2.0,85.0,3
5666,Varthur,965.0,2.0,34.0,2
5667,Varthur,1120.0,2.0,44.24,2
5668,Varthur,1395.0,2.0,79.0,3
5669,Varthur,1085.0,2.0,45.0,2
5670,Varthur,1250.0,2.0,47.0,2
5671,Varthur,1200.0,3.0,68.38,3
5672,Varthur,1155.0,2.0,60.0,2
5673,Varthur,1035.0,2.0,60.0,2
5674,Varthur,1155.0,2.0,39.0,2
5675,Varthur,1180.0,2.0,55.0,2
5676,Varthur,1738.0,2.0,57.35,2
5677,Varthur,1045.0,2.0,40.65,2
5678,Varthur,1155.0,2.0,39.0,2
5679,Varthur,1210.0,2.0,64.15,2
5680,Varthur,1105.0,2.0,38.0,2
5681,Varthur,1560.0,3.0,90.0,3
5682,Varthur,1760.0,2.0,85.0,2
5683,Varthur,1210.0,2.0,54.0,2
5684,Varthur,1112.0,2.0,40.0,2
5685,Varthur,1000.0,1.0,65.0,2
5686,Varthur Road,900.0,2.0,27.0,2
5687,Varthur Road,1277.0,2.0,59.0,2
5688,Varthur Road,1247.0,2.0,58.0,3
5689,Varthur Road,1050.0,2.0,42.7,2
5690,Varthur Road,1255.0,2.0,52.76,2
5691,Varthur Road,1033.0,2.0,32.0,2
5692,Varthur Road,1140.0,2.0,49.11,2
5693,Varthur Road,850.0,2.0,25.4,2
5694,Vasanthapura,1022.0,2.0,40.0,2
